"","Site","Sample","season","oys.density","moys.density","FFG","ffabm2"
"120","2","6","u",0,1.09090909090909,"g",0
"121","2","6","w",0,1.09090909090909,"c",78.125
"122","2","6","w",0,1.09090909090909,"d",872.395833333333
"123","2","6","w",0,1.09090909090909,"o",0
"124","2","6","w",0,1.09090909090909,"p",0
"125","2","6","w",0,1.09090909090909,"s",0
"126","2","6","w",0,1.09090909090909,"g",0
"127","2","7","s",0,1.09090909090909,"c",95.4861111111111
"128","2","7","s",0,1.09090909090909,"d",685.763888888889
"129","2","7","s",0,1.09090909090909,"o",0
"130","2","7","s",0,1.09090909090909,"p",0
"131","2","7","s",0,1.09090909090909,"s",4.34027777777778
"132","2","7","s",0,1.09090909090909,"g",0
"133","2","7","u",0,1.09090909090909,"c",99.8263888888889
"134","2","7","u",0,1.09090909090909,"d",724.826388888889
"135","2","7","u",0,1.09090909090909,"o",56.4236111111111
"136","2","7","u",0,1.09090909090909,"p",0
"137","2","7","u",0,1.09090909090909,"s",0
"138","2","7","u",0,1.09090909090909,"g",0
"139","2","7","w",0,1.09090909090909,"c",69.4444444444444
"140","2","7","w",0,1.09090909090909,"d",538.194444444444
"141","2","7","w",0,1.09090909090909,"o",8.68055555555556
"142","2","7","w",0,1.09090909090909,"p",4.34027777777778
"143","2","7","w",0,1.09090909090909,"s",0
"144","2","7","w",0,1.09090909090909,"g",0
"145","3","1","f",176,91.2676056338028,"c",325.520833333333
"146","3","1","f",176,91.2676056338028,"d",4600.69444444444
"147","3","1","f",176,91.2676056338028,"o",711.805555555556
"148","3","1","f",176,91.2676056338028,"p",0
"149","3","1","f",176,91.2676056338028,"s",0
"150","3","1","f",176,91.2676056338028,"g",0
"151","3","1","s",96,91.2676056338028,"c",56.4236111111111
"152","3","1","s",96,91.2676056338028,"d",1627.60416666667
"153","3","1","s",96,91.2676056338028,"o",0
"154","3","1","s",96,91.2676056338028,"p",0
"155","3","1","s",96,91.2676056338028,"s",0
"156","3","1","s",96,91.2676056338028,"g",0
"157","3","1","u",112,91.2676056338028,"c",108.506944444444
"158","3","1","u",112,91.2676056338028,"d",6710.06944444445
"159","3","1","u",112,91.2676056338028,"o",82.4652777777778
"160","3","1","u",112,91.2676056338028,"p",0
"161","3","1","u",112,91.2676056338028,"s",0
"162","3","1","u",112,91.2676056338028,"g",0
"163","3","2","f",96,91.2676056338028,"c",138.888888888889
"164","3","2","f",96,91.2676056338028,"d",3168.40277777778
"165","3","2","f",96,91.2676056338028,"o",43.4027777777778
"166","3","2","f",96,91.2676056338028,"p",0
"167","3","2","f",96,91.2676056338028,"s",0
"168","3","2","f",96,91.2676056338028,"g",0
"169","3","2","s",64,91.2676056338028,"c",104.166666666667
"170","3","2","s",64,91.2676056338028,"d",18550.3472222222
"171","3","2","s",64,91.2676056338028,"o",0
"172","3","2","s",64,91.2676056338028,"p",4.34027777777778
"173","3","2","s",64,91.2676056338028,"s",4.34027777777778
"174","3","2","s",64,91.2676056338028,"g",0
"175","3","2","u",0,91.2676056338028,"c",78.125
"176","3","2","u",0,91.2676056338028,"d",1840.27777777778
"177","3","2","u",0,91.2676056338028,"o",39.0625
"178","3","2","u",0,91.2676056338028,"p",0
"179","3","2","u",0,91.2676056338028,"s",0
"180","3","2","u",0,91.2676056338028,"g",0
"181","3","2","w",144,91.2676056338028,"c",47.7430555555556
"182","3","2","w",144,91.2676056338028,"d",937.5
"183","3","2","w",144,91.2676056338028,"o",0
"184","3","2","w",144,91.2676056338028,"p",0
"185","3","2","w",144,91.2676056338028,"s",0
"186","3","2","w",144,91.2676056338028,"g",0
"187","3","3","s",64,91.2676056338028,"c",99.8263888888889
"188","3","3","s",64,91.2676056338028,"d",6180.55555555556
"189","3","3","s",64,91.2676056338028,"o",4.34027777777778
"190","3","3","s",64,91.2676056338028,"p",0
"191","3","3","s",64,91.2676056338028,"s",8.68055555555556
"192","3","3","s",64,91.2676056338028,"g",0
"193","3","3","u",112,91.2676056338028,"c",130.208333333333
"194","3","3","u",112,91.2676056338028,"d",1566.84027777778
"195","3","3","u",112,91.2676056338028,"o",43.4027777777778
"196","3","3","u",112,91.2676056338028,"p",0
"197","3","3","u",112,91.2676056338028,"s",0
"198","3","3","u",112,91.2676056338028,"g",0
"199","3","3","w",64,91.2676056338028,"c",26.0416666666667
"200","3","3","w",64,91.2676056338028,"d",638.020833333333
"201","3","3","w",64,91.2676056338028,"o",0
"202","3","3","w",64,91.2676056338028,"p",0
"203","3","3","w",64,91.2676056338028,"s",0
"204","3","3","w",64,91.2676056338028,"g",0
"205","3","4","f",208,91.2676056338028,"c",264.756944444444
"206","3","4","f",208,91.2676056338028,"d",6397.56944444444
"207","3","4","f",208,91.2676056338028,"o",950.520833333333
"208","3","4","f",208,91.2676056338028,"p",0
"209","3","4","f",208,91.2676056338028,"s",0
"210","3","4","f",208,91.2676056338028,"g",0
"211","3","4","s",32,91.2676056338028,"c",125.868055555556
"212","3","4","s",32,91.2676056338028,"d",2643.22916666667
"213","3","4","s",32,91.2676056338028,"o",4.34027777777778
"214","3","4","s",32,91.2676056338028,"p",0
"215","3","4","s",32,91.2676056338028,"s",0
"216","3","4","s",32,91.2676056338028,"g",0
"217","3","4","w",160,91.2676056338028,"c",26.0416666666667
"218","3","4","w",160,91.2676056338028,"d",1184.89583333333
"219","3","4","w",160,91.2676056338028,"o",0
"220","3","4","w",160,91.2676056338028,"p",4.34027777777778
"221","3","4","w",160,91.2676056338028,"s",0
"222","3","4","w",160,91.2676056338028,"g",0
"223","3","5","f",64,91.2676056338028,"c",503.472222222222
"224","3","5","f",64,91.2676056338028,"d",581.597222222222
"225","3","5","f",64,91.2676056338028,"o",147.569444444444
"226","3","5","f",64,91.2676056338028,"p",0
"227","3","5","f",64,91.2676056338028,"s",0
"228","3","5","f",64,91.2676056338028,"g",0
"229","3","5","u",0,91.2676056338028,"c",143.229166666667
"230","3","5","u",0,91.2676056338028,"d",1705.72916666667
"231","3","5","u",0,91.2676056338028,"o",65.1041666666667
"232","3","5","u",0,91.2676056338028,"p",0
"233","3","5","u",0,91.2676056338028,"s",0
"234","3","5","u",0,91.2676056338028,"g",0
"235","3","5","w",32,91.2676056338028,"c",26.0416666666667
"236","3","5","w",32,91.2676056338028,"d",885.416666666667
"237","3","5","w",32,91.2676056338028,"o",0
"238","3","5","w",32,91.2676056338028,"p",0
"239","3","5","w",32,91.2676056338028,"s",0
"240","3","5","w",32,91.2676056338028,"g",0
"241","3","6","f",144,91.2676056338028,"c",429.6875
"242","3","6","f",144,91.2676056338028,"d",542.534722222222
"243","3","6","f",144,91.2676056338028,"o",130.208333333333
"244","3","6","f",144,91.2676056338028,"p",0
"245","3","6","f",144,91.2676056338028,"s",0
"246","3","6","f",144,91.2676056338028,"g",0
"247","3","6","s",0,91.2676056338028,"c",47.7430555555556
"248","3","6","s",0,91.2676056338028,"d",1089.40972222222
"249","3","6","s",0,91.2676056338028,"o",13.0208333333333
"250","3","6","s",0,91.2676056338028,"p",0
"251","3","6","s",0,91.2676056338028,"s",0
"252","3","6","s",0,91.2676056338028,"g",0
"253","3","6","u",144,91.2676056338028,"c",112.847222222222
"254","3","6","u",144,91.2676056338028,"d",846.354166666667
"255","3","6","u",144,91.2676056338028,"o",39.0625
"256","3","6","u",144,91.2676056338028,"p",0
"257","3","6","u",144,91.2676056338028,"s",4.34027777777778
"258","3","6","u",144,91.2676056338028,"g",0
"259","3","6","w",144,91.2676056338028,"c",34.7222222222222
"260","3","6","w",144,91.2676056338028,"d",1119.79166666667
"261","3","6","w",144,91.2676056338028,"o",4.34027777777778
"262","3","6","w",144,91.2676056338028,"p",0
"263","3","6","w",144,91.2676056338028,"s",0
"264","3","6","w",144,91.2676056338028,"g",0
"265","3","7","f",96,91.2676056338028,"c",455.729166666667
"266","3","7","f",96,91.2676056338028,"d",6996.52777777778
"267","3","7","f",96,91.2676056338028,"o",186.631944444444
"268","3","7","f",96,91.2676056338028,"p",0
"269","3","7","f",96,91.2676056338028,"s",0
"270","3","7","f",96,91.2676056338028,"g",0
"271","3","7","s",16,91.2676056338028,"c",56.4236111111111
"272","3","7","s",16,91.2676056338028,"d",390.625
"273","3","7","s",16,91.2676056338028,"o",17.3611111111111
"274","3","7","s",16,91.2676056338028,"p",0
"275","3","7","s",16,91.2676056338028,"s",4.34027777777778
"276","3","7","s",16,91.2676056338028,"g",0
"277","3","7","u",80,91.2676056338028,"c",108.506944444444
"278","3","7","u",80,91.2676056338028,"d",1592.88194444444
"279","3","7","u",80,91.2676056338028,"o",56.4236111111111
"280","3","7","u",80,91.2676056338028,"p",0
"281","3","7","u",80,91.2676056338028,"s",0
"282","3","7","u",80,91.2676056338028,"g",0
"283","3","7","w",192,91.2676056338028,"c",39.0625
"284","3","7","w",192,91.2676056338028,"d",1067.70833333333
"285","3","7","w",192,91.2676056338028,"o",0
"286","3","7","w",192,91.2676056338028,"p",0
"287","3","7","w",192,91.2676056338028,"s",0
"288","3","7","w",192,91.2676056338028,"g",0
"289","4","1","f",64,58.0266666666667,"c",221.354166666667
"290","4","1","f",64,58.0266666666667,"d",525.173611111111
"291","4","1","f",64,58.0266666666667,"o",99.8263888888889
"292","4","1","f",64,58.0266666666667,"p",0
"293","4","1","f",64,58.0266666666667,"s",0
"294","4","1","f",64,58.0266666666667,"g",0
"295","4","1","s",112,58.0266666666667,"c",52.0833333333333
"296","4","1","s",112,58.0266666666667,"d",1193.57638888889
"297","4","1","s",112,58.0266666666667,"o",8.68055555555556
"298","4","1","s",112,58.0266666666667,"p",0
"299","4","1","s",112,58.0266666666667,"s",0
"300","4","1","s",112,58.0266666666667,"g",0
"301","4","1","u",16,58.0266666666667,"c",164.930555555556
"302","4","1","u",16,58.0266666666667,"d",1002.60416666667
"303","4","1","u",16,58.0266666666667,"o",69.4444444444444
"304","4","1","u",16,58.0266666666667,"p",0
"305","4","1","u",16,58.0266666666667,"s",4.34027777777778
"306","4","1","u",16,58.0266666666667,"g",0
"307","4","1","w",16,58.0266666666667,"c",60.7638888888889
"308","4","1","w",16,58.0266666666667,"d",625
"309","4","1","w",16,58.0266666666667,"o",0
"310","4","1","w",16,58.0266666666667,"p",0
"311","4","1","w",16,58.0266666666667,"s",0
"312","4","1","w",16,58.0266666666667,"g",0
"313","4","2","f",144,58.0266666666667,"c",273.4375
"314","4","2","f",144,58.0266666666667,"d",434.027777777778
"315","4","2","f",144,58.0266666666667,"o",78.125
"316","4","2","f",144,58.0266666666667,"p",0
"317","4","2","f",144,58.0266666666667,"s",0
"318","4","2","f",144,58.0266666666667,"g",0
"319","4","2","w",112,58.0266666666667,"c",104.166666666667
"320","4","2","w",112,58.0266666666667,"d",503.472222222222
"321","4","2","w",112,58.0266666666667,"o",0
"322","4","2","w",112,58.0266666666667,"p",0
"323","4","2","w",112,58.0266666666667,"s",8.68055555555556
"324","4","2","w",112,58.0266666666667,"g",0
"325","4","3","f",0,58.0266666666667,"c",208.333333333333
"326","4","3","f",0,58.0266666666667,"d",603.298611111111
"327","4","3","f",0,58.0266666666667,"o",182.291666666667
"328","4","3","f",0,58.0266666666667,"p",0
"329","4","3","f",0,58.0266666666667,"s",0
"330","4","3","f",0,58.0266666666667,"g",0
"331","4","3","s",80,58.0266666666667,"c",56.4236111111111
"332","4","3","s",80,58.0266666666667,"d",2174.47916666667
"333","4","3","s",80,58.0266666666667,"o",4.34027777777778
"334","4","3","s",80,58.0266666666667,"p",0
"335","4","3","s",80,58.0266666666667,"s",0
"336","4","3","s",80,58.0266666666667,"g",0
"337","4","3","u",0,58.0266666666667,"c",112.847222222222
"338","4","3","u",0,58.0266666666667,"d",1202.25694444444
"339","4","3","u",0,58.0266666666667,"o",69.4444444444444
"340","4","3","u",0,58.0266666666667,"p",0
"341","4","3","u",0,58.0266666666667,"s",0
"342","4","3","u",0,58.0266666666667,"g",0
"343","4","4","f",80,58.0266666666667,"c",169.270833333333
"344","4","4","f",80,58.0266666666667,"d",2860.24305555556
"345","4","4","f",80,58.0266666666667,"o",108.506944444444
"346","4","4","f",80,58.0266666666667,"p",0
"347","4","4","f",80,58.0266666666667,"s",0
"348","4","4","f",80,58.0266666666667,"g",0
"349","4","4","s",0,58.0266666666667,"c",130.208333333333
"350","4","4","s",0,58.0266666666667,"d",1779.51388888889
"351","4","4","s",0,58.0266666666667,"o",17.3611111111111
"352","4","4","s",0,58.0266666666667,"p",0
"353","4","4","s",0,58.0266666666667,"s",0
"354","4","4","s",0,58.0266666666667,"g",0
"355","4","4","u",128,58.0266666666667,"c",130.208333333333
"356","4","4","u",128,58.0266666666667,"d",2339.40972222222
"357","4","4","u",128,58.0266666666667,"o",108.506944444444
"358","4","4","u",128,58.0266666666667,"p",0
"359","4","4","u",128,58.0266666666667,"s",0
"360","4","4","u",128,58.0266666666667,"g",0
"361","4","4","w",16,58.0266666666667,"c",43.4027777777778
"362","4","4","w",16,58.0266666666667,"d",516.493055555556
"363","4","4","w",16,58.0266666666667,"o",0
"364","4","4","w",16,58.0266666666667,"p",0
"365","4","4","w",16,58.0266666666667,"s",0
"366","4","4","w",16,58.0266666666667,"g",0
"367","4","5","f",96,58.0266666666667,"c",269.097222222222
"368","4","5","f",96,58.0266666666667,"d",473.090277777778
"369","4","5","f",96,58.0266666666667,"o",26.0416666666667
"370","4","5","f",96,58.0266666666667,"p",4.34027777777778
"371","4","5","f",96,58.0266666666667,"s",0
"372","4","5","f",96,58.0266666666667,"g",0
"373","4","5","s",0,58.0266666666667,"c",91.1458333333333
"374","4","5","s",0,58.0266666666667,"d",6011.28472222222
"375","4","5","s",0,58.0266666666667,"o",0
"376","4","5","s",0,58.0266666666667,"p",4.34027777777778
"377","4","5","s",0,58.0266666666667,"s",0
"378","4","5","s",0,58.0266666666667,"g",0
"379","4","5","u",128,58.0266666666667,"c",199.652777777778
"380","4","5","u",128,58.0266666666667,"d",1401.90972222222
"381","4","5","u",128,58.0266666666667,"o",69.4444444444444
"382","4","5","u",128,58.0266666666667,"p",0
"383","4","5","u",128,58.0266666666667,"s",0
"384","4","5","u",128,58.0266666666667,"g",0
"385","4","5","w",0,58.0266666666667,"c",26.0416666666667
"386","4","5","w",0,58.0266666666667,"d",373.263888888889
"387","4","5","w",0,58.0266666666667,"o",4.34027777777778
"388","4","5","w",0,58.0266666666667,"p",0
"389","4","5","w",0,58.0266666666667,"s",0
"390","4","5","w",0,58.0266666666667,"g",0
"391","4","6","s",0,58.0266666666667,"c",112.847222222222
"392","4","6","s",0,58.0266666666667,"d",512.152777777778
"393","4","6","s",0,58.0266666666667,"o",26.0416666666667
"394","4","6","s",0,58.0266666666667,"p",0
"395","4","6","s",0,58.0266666666667,"s",13.0208333333333
"396","4","6","s",0,58.0266666666667,"g",0
"397","4","6","u",0,58.0266666666667,"c",112.847222222222
"398","4","6","u",0,58.0266666666667,"d",1688.36805555556
"399","4","6","u",0,58.0266666666667,"o",91.1458333333333
"400","4","6","u",0,58.0266666666667,"p",0
"401","4","6","u",0,58.0266666666667,"s",0
"402","4","6","u",0,58.0266666666667,"g",0
"403","4","6","w",48,58.0266666666667,"c",95.4861111111111
"404","4","6","w",48,58.0266666666667,"d",503.472222222222
"405","4","6","w",48,58.0266666666667,"o",8.68055555555556
"406","4","6","w",48,58.0266666666667,"p",0
"407","4","6","w",48,58.0266666666667,"s",0
"408","4","6","w",48,58.0266666666667,"g",0
"409","4","7","f",128,58.0266666666667,"c",468.75
"410","4","7","f",128,58.0266666666667,"d",243.055555555556
"411","4","7","f",128,58.0266666666667,"o",134.548611111111
"412","4","7","f",128,58.0266666666667,"p",0
"413","4","7","f",128,58.0266666666667,"s",4.34027777777778
"414","4","7","f",128,58.0266666666667,"g",0
"415","4","7","s",144,58.0266666666667,"c",43.4027777777778
"416","4","7","s",144,58.0266666666667,"d",655.381944444444
"417","4","7","s",144,58.0266666666667,"o",34.7222222222222
"418","4","7","s",144,58.0266666666667,"p",4.34027777777778
"419","4","7","s",144,58.0266666666667,"s",0
"420","4","7","s",144,58.0266666666667,"g",0
"421","4","7","u",16,58.0266666666667,"c",112.847222222222
"422","4","7","u",16,58.0266666666667,"d",967.881944444444
"423","4","7","u",16,58.0266666666667,"o",86.8055555555556
"424","4","7","u",16,58.0266666666667,"p",4.34027777777778
"425","4","7","u",16,58.0266666666667,"s",0
"426","4","7","u",16,58.0266666666667,"g",0
"427","4","7","w",0,58.0266666666667,"c",17.3611111111111
"428","4","7","w",0,58.0266666666667,"d",525.173611111111
"429","4","7","w",0,58.0266666666667,"o",0
"430","4","7","w",0,58.0266666666667,"p",0
"431","4","7","w",0,58.0266666666667,"s",0
"432","4","7","w",0,58.0266666666667,"g",0
"433","5","1","f",0,33.7349397590361,"c",312.5
"434","5","1","f",0,33.7349397590361,"d",950.520833333333
"435","5","1","f",0,33.7349397590361,"o",34.7222222222222
"436","5","1","f",0,33.7349397590361,"p",0
"437","5","1","f",0,33.7349397590361,"s",0
"438","5","1","f",0,33.7349397590361,"g",0
"439","5","1","s",16,33.7349397590361,"c",47.7430555555556
"440","5","1","s",16,33.7349397590361,"d",2391.49305555556
"441","5","1","s",16,33.7349397590361,"o",65.1041666666667
"442","5","1","s",16,33.7349397590361,"p",0
"443","5","1","s",16,33.7349397590361,"s",26.0416666666667
"444","5","1","s",16,33.7349397590361,"g",0
"445","5","1","u",0,33.7349397590361,"c",147.569444444444
"446","5","1","u",0,33.7349397590361,"d",1523.4375
"447","5","1","u",0,33.7349397590361,"o",65.1041666666667
"448","5","1","u",0,33.7349397590361,"p",0
"449","5","1","u",0,33.7349397590361,"s",0
"450","5","1","u",0,33.7349397590361,"g",0
"451","5","1","w",64,33.7349397590361,"c",60.7638888888889
"452","5","1","w",64,33.7349397590361,"d",1579.86111111111
"453","5","1","w",64,33.7349397590361,"o",4.34027777777778
"454","5","1","w",64,33.7349397590361,"p",0
"455","5","1","w",64,33.7349397590361,"s",0
"456","5","1","w",64,33.7349397590361,"g",0
"457","5","2","f",0,33.7349397590361,"c",351.5625
"458","5","2","f",0,33.7349397590361,"d",542.534722222222
"459","5","2","f",0,33.7349397590361,"o",21.7013888888889
"460","5","2","f",0,33.7349397590361,"p",0
"461","5","2","f",0,33.7349397590361,"s",4.34027777777778
"462","5","2","f",0,33.7349397590361,"g",0
"463","5","2","s",0,33.7349397590361,"c",65.1041666666667
"464","5","2","s",0,33.7349397590361,"d",551.215277777778
"465","5","2","s",0,33.7349397590361,"o",13.0208333333333
"466","5","2","s",0,33.7349397590361,"p",0
"467","5","2","s",0,33.7349397590361,"s",0
"468","5","2","s",0,33.7349397590361,"g",0
"469","5","2","u",0,33.7349397590361,"c",225.694444444444
"470","5","2","u",0,33.7349397590361,"d",2491.31944444444
"471","5","2","u",0,33.7349397590361,"o",69.4444444444444
"472","5","2","u",0,33.7349397590361,"p",0
"473","5","2","u",0,33.7349397590361,"s",0
"474","5","2","u",0,33.7349397590361,"g",0
"475","5","2","w",80,33.7349397590361,"c",108.506944444444
"476","5","2","w",80,33.7349397590361,"d",1957.46527777778
"477","5","2","w",80,33.7349397590361,"o",4.34027777777778
"478","5","2","w",80,33.7349397590361,"p",0
"479","5","2","w",80,33.7349397590361,"s",0
"480","5","2","w",80,33.7349397590361,"g",0
"481","5","3","f",64,33.7349397590361,"c",412.326388888889
"482","5","3","f",64,33.7349397590361,"d",664.0625
"483","5","3","f",64,33.7349397590361,"o",82.4652777777778
"484","5","3","f",64,33.7349397590361,"p",0
"485","5","3","f",64,33.7349397590361,"s",0
"486","5","3","f",64,33.7349397590361,"g",0
"487","5","3","s",0,33.7349397590361,"c",60.7638888888889
"488","5","3","s",0,33.7349397590361,"d",325.520833333333
"489","5","3","s",0,33.7349397590361,"o",26.0416666666667
"490","5","3","s",0,33.7349397590361,"p",4.34027777777778
"491","5","3","s",0,33.7349397590361,"s",0
"492","5","3","s",0,33.7349397590361,"g",0
"493","5","3","u",96,33.7349397590361,"c",199.652777777778
"494","5","3","u",96,33.7349397590361,"d",1484.375
"495","5","3","u",96,33.7349397590361,"o",43.4027777777778
"496","5","3","u",96,33.7349397590361,"p",0
"497","5","3","u",96,33.7349397590361,"s",0
"498","5","3","u",96,33.7349397590361,"g",0
"499","5","4","f",32,33.7349397590361,"c",164.930555555556
"500","5","4","f",32,33.7349397590361,"d",707.465277777778
"501","5","4","f",32,33.7349397590361,"o",52.0833333333333
"502","5","4","f",32,33.7349397590361,"p",0
"503","5","4","f",32,33.7349397590361,"s",0
"504","5","4","f",32,33.7349397590361,"g",0
"505","5","4","s",80,33.7349397590361,"c",47.7430555555556
"506","5","4","s",80,33.7349397590361,"d",976.5625
"507","5","4","s",80,33.7349397590361,"o",26.0416666666667
"508","5","4","s",80,33.7349397590361,"p",0
"509","5","4","s",80,33.7349397590361,"s",13.0208333333333
"510","5","4","s",80,33.7349397590361,"g",4.34027777777778
"511","5","4","w",0,33.7349397590361,"c",134.548611111111
"512","5","4","w",0,33.7349397590361,"d",1258.68055555556
"513","5","4","w",0,33.7349397590361,"o",4.34027777777778
"514","5","4","w",0,33.7349397590361,"p",4.34027777777778
"515","5","4","w",0,33.7349397590361,"s",0
"516","5","4","w",0,33.7349397590361,"g",0
"517","5","5","f",16,33.7349397590361,"c",143.229166666667
