"","Site","Sample","season","scientific","Abundance.m2","oys.density","moys.density"
"177",2,6,"f","Lysianassidae",52.0833333333333,0,4.82539682539683
"178",2,6,"f","Corophiidae",3559.02777777778,0,4.82539682539683
"179",2,6,"s","Corophiidae",47.7430555555556,0,0
"180",2,6,"u","Corophiidae",125.868055555556,0,0
"181",2,6,"w","Corophiidae",217.013888888889,0,0
"182",2,6,"s","Ampelisca abdita",4.34027777777778,0,0
"183",2,6,"f","Mulinia lateralis",4.34027777777778,0,4.82539682539683
"184",2,6,"s","Diptera Chironomidae",17.3611111111111,0,0
"185",2,6,"f","Eurypanopeus depressus",160.590277777778,0,4.82539682539683
"186",2,6,"s","Eurypanopeus depressus",91.1458333333333,0,0
"187",2,6,"u","Eurypanopeus depressus",39.0625,0,0
"188",2,6,"w","Eurypanopeus depressus",56.4236111111111,0,0
"189",2,6,"f","Callinectes sapidus",43.4027777777778,0,4.82539682539683
"190",2,6,"s","Callinectes sapidus",21.7013888888889,0,0
"191",2,6,"u","Callinectes sapidus",60.7638888888889,0,0
"192",2,6,"f","Gobiosoma bosc/robustum",56.4236111111111,0,4.82539682539683
"193",2,6,"s","Gobiosoma bosc/robustum",60.7638888888889,0,0
"194",2,6,"u","Gobiosoma bosc/robustum",195.3125,0,0
"195",2,6,"w","Gobiosoma bosc/robustum",21.7013888888889,0,0
"196",2,6,"s","Gobiesox strumosus",13.0208333333333,0,0
"197",2,6,"u","Gobiesox strumosus",8.68055555555556,0,0
"198",2,6,"u","Hypsoblennius ionthas",4.34027777777778,0,0
"199",2,6,"f","Vitta usnea",4.34027777777778,0,4.82539682539683
"200",2,6,"s","Isopoda Anthuridae",13.0208333333333,0,0
"201",2,6,"s","Nemertea",4.34027777777778,0,0
"202",2,6,"s","Loxothylacus panopaei",4.34027777777778,0,0
"203",2,6,"f","Alitta succinea",34.7222222222222,0,4.82539682539683
"204",2,6,"s","Alitta succinea",104.166666666667,0,0
"205",2,6,"u","Alitta succinea",13.0208333333333,0,0
"206",2,6,"w","Alitta succinea",82.4652777777778,0,0
"207",2,6,"f","Palaemonetes ",173.611111111111,0,4.82539682539683
"208",2,6,"s","Palaemonetes ",34.7222222222222,0,0
"209",2,6,"u","Palaemonetes ",282.118055555556,0,0
"210",2,6,"w","Palaemonetes ",26.0416666666667,0,0
"211",2,6,"f","Penaeus setiferus",17.3611111111111,0,4.82539682539683
"212",2,7,"s","Gammaridae",542.534722222222,0,0
"213",2,7,"u","Gammaridae",264.756944444444,0,0
"214",2,7,"w","Gammaridae",190.972222222222,0,0
"215",2,7,"s","Corophiidae",52.0833333333333,0,0
"216",2,7,"u","Corophiidae",82.4652777777778,0,0
"217",2,7,"w","Corophiidae",104.166666666667,0,0
"218",2,7,"s","Ampelisca abdita",4.34027777777778,0,0
"219",2,7,"u","Diptera Chironomidae",4.34027777777778,0,0
"220",2,7,"s","Eurypanopeus depressus",34.7222222222222,0,0
"221",2,7,"u","Eurypanopeus depressus",43.4027777777778,0,0
"222",2,7,"w","Eurypanopeus depressus",30.3819444444444,0,0
"223",2,7,"u","Callinectes sapidus",52.0833333333333,0,0
"224",2,7,"w","Callinectes sapidus",8.68055555555556,0,0
"225",2,7,"s","Gobiosoma bosc/robustum",56.4236111111111,0,0
"226",2,7,"u","Gobiosoma bosc/robustum",39.0625,0,0
"227",2,7,"w","Gobiosoma bosc/robustum",34.7222222222222,0,0
"228",2,7,"s","Gobiesox strumosus",4.34027777777778,0,0
"229",2,7,"u","Gobiesox strumosus",13.0208333333333,0,0
"230",2,7,"w","Myrophis punctatus",4.34027777777778,0,0
"231",2,7,"s","Isopoda Anthuridae",8.68055555555556,0,0
"232",2,7,"w","Probopyrus pandalicola",4.34027777777778,0,0
"233",2,7,"s","Alitta succinea",17.3611111111111,0,0
"234",2,7,"u","Alitta succinea",13.0208333333333,0,0
"235",2,7,"w","Alitta succinea",86.8055555555556,0,0
"236",2,7,"s","Palaemonetes ",65.1041666666667,0,0
"237",2,7,"u","Palaemonetes ",364.583333333333,0,0
"238",2,7,"w","Palaemonetes ",156.25,0,0
"239",2,7,"u","Alpheidae",4.34027777777778,0,0
"240",3,1,"f","Gammaridae",125.868055555556,176,130.742857142857
"241",3,1,"s","Gammaridae",1124.13194444444,96,44.4137931034483
"242",3,1,"u","Gammaridae",798.611111111111,112,75.1780821917808
"243",3,1,"f","Lysianassidae",642.361111111111,176,130.742857142857
"244",3,1,"f","Corophiidae",4231.77083333333,176,130.742857142857
"245",3,1,"s","Corophiidae",282.118055555556,96,44.4137931034483
"246",3,1,"u","Corophiidae",5308.15972222222,112,75.1780821917808
"247",3,1,"u","Diptera Chironomidae",17.3611111111111,112,75.1780821917808
"248",3,1,"f","Eurypanopeus depressus",247.395833333333,176,130.742857142857
"249",3,1,"s","Eurypanopeus depressus",26.0416666666667,96,44.4137931034483
"250",3,1,"u","Eurypanopeus depressus",30.3819444444444,112,75.1780821917808
"251",3,1,"f","Callinectes sapidus",21.7013888888889,176,130.742857142857
"252",3,1,"u","Callinectes sapidus",65.1041666666667,112,75.1780821917808
"253",3,1,"u","Ctenogobius boleosoma",17.3611111111111,112,75.1780821917808
"254",3,1,"f","Gobiosoma bosc/robustum",65.1041666666667,176,130.742857142857
"255",3,1,"s","Gobiosoma bosc/robustum",8.68055555555556,96,44.4137931034483
"256",3,1,"u","Gobiosoma bosc/robustum",30.3819444444444,112,75.1780821917808
"257",3,1,"f","Gobiesox strumosus",8.68055555555556,176,130.742857142857
"258",3,1,"s","Gobiesox strumosus",13.0208333333333,96,44.4137931034483
"259",3,1,"u","Gobiesox strumosus",26.0416666666667,112,75.1780821917808
"260",3,1,"u","Hypsoblennius hentz",4.34027777777778,112,75.1780821917808
"261",3,1,"u","Hypsoblennius ionthas",13.0208333333333,112,75.1780821917808
"262",3,1,"s","Nemertea",8.68055555555556,96,44.4137931034483
"263",3,1,"f","Alitta succinea",21.7013888888889,176,130.742857142857
"264",3,1,"s","Alitta succinea",86.8055555555556,96,44.4137931034483
"265",3,1,"u","Alitta succinea",217.013888888889,112,75.1780821917808
"266",3,1,"f","Palaemonetes ",221.354166666667,176,130.742857142857
"267",3,1,"s","Palaemonetes ",134.548611111111,96,44.4137931034483
"268",3,1,"u","Palaemonetes ",373.263888888889,112,75.1780821917808
"269",3,1,"f","Alpheidae",4.34027777777778,176,130.742857142857
"270",3,1,"f","Penaeus setiferus",47.7430555555556,176,130.742857142857
"271",3,2,"f","Gammaridae",1592.88194444444,96,130.742857142857
"272",3,2,"s","Gammaridae",15802.9513888889,64,44.4137931034483
"273",3,2,"u","Gammaridae",664.0625,0,75.1780821917808
"274",3,2,"w","Gammaridae",572.916666666667,144,122.810810810811
"275",3,2,"f","Corophiidae",1388.88888888889,96,130.742857142857
"276",3,2,"s","Corophiidae",2543.40277777778,64,44.4137931034483
"277",3,2,"u","Corophiidae",807.291666666667,0,75.1780821917808
"278",3,2,"w","Corophiidae",208.333333333333,144,122.810810810811
"279",3,2,"s","Mulinia lateralis",4.34027777777778,64,44.4137931034483
"280",3,2,"u","Diptera Chironomidae",8.68055555555556,0,75.1780821917808
"281",3,2,"f","Eurypanopeus depressus",82.4652777777778,96,130.742857142857
"282",3,2,"s","Eurypanopeus depressus",65.1041666666667,64,44.4137931034483
"283",3,2,"u","Eurypanopeus depressus",17.3611111111111,0,75.1780821917808
"284",3,2,"w","Eurypanopeus depressus",43.4027777777778,144,122.810810810811
"285",3,2,"u","Callinectes sapidus",30.3819444444444,0,75.1780821917808
"286",3,2,"u","Opsanus beta",13.0208333333333,0,75.1780821917808
"287",3,2,"f","Ctenogobius boleosoma",8.68055555555556,96,130.742857142857
"288",3,2,"u","Ctenogobius boleosoma",13.0208333333333,0,75.1780821917808
"289",3,2,"w","Fundulus grandis",4.34027777777778,144,122.810810810811
"290",3,2,"f","Gobiosoma bosc/robustum",43.4027777777778,96,130.742857142857
"291",3,2,"s","Gobiosoma bosc/robustum",21.7013888888889,64,44.4137931034483
"292",3,2,"u","Gobiosoma bosc/robustum",17.3611111111111,0,75.1780821917808
"293",3,2,"f","Gobiesox strumosus",4.34027777777778,96,130.742857142857
"294",3,2,"s","Gobiesox strumosus",13.0208333333333,64,44.4137931034483
"295",3,2,"u","Gobiesox strumosus",17.3611111111111,0,75.1780821917808
"296",3,2,"f","Hypsoblennius ionthas",4.34027777777778,96,130.742857142857
"297",3,2,"u","Hypsoblennius ionthas",4.34027777777778,0,75.1780821917808
"298",3,2,"s","Isopoda Anthuridae",43.4027777777778,64,44.4137931034483
"299",3,2,"u","Isopoda Ancinidae",8.68055555555556,0,75.1780821917808
"300",3,2,"s","Nemertea",4.34027777777778,64,44.4137931034483
"301",3,2,"s","Loxothylacus panopaei",4.34027777777778,64,44.4137931034483
"302",3,2,"f","Alitta succinea",13.0208333333333,96,130.742857142857
"303",3,2,"s","Alitta succinea",112.847222222222,64,44.4137931034483
"304",3,2,"u","Alitta succinea",47.7430555555556,0,75.1780821917808
"305",3,2,"w","Alitta succinea",52.0833333333333,144,122.810810810811
"306",3,2,"f","Palaemonetes ",169.270833333333,96,130.742857142857
"307",3,2,"s","Palaemonetes ",47.7430555555556,64,44.4137931034483
"308",3,2,"u","Palaemonetes ",308.159722222222,0,75.1780821917808
"309",3,2,"w","Palaemonetes ",104.166666666667,144,122.810810810811
"310",3,2,"f","Penaeus setiferus",43.4027777777778,96,130.742857142857
"311",3,3,"s","Gammaridae",4657.11805555556,64,44.4137931034483
"312",3,3,"u","Gammaridae",763.888888888889,112,75.1780821917808
"313",3,3,"w","Gammaridae",429.6875,64,122.810810810811
"314",3,3,"s","Corophiidae",1414.93055555556,64,44.4137931034483
"315",3,3,"u","Corophiidae",225.694444444444,112,75.1780821917808
"316",3,3,"w","Corophiidae",99.8263888888889,64,122.810810810811
"317",3,3,"s","Eurypanopeus depressus",21.7013888888889,64,44.4137931034483
"318",3,3,"u","Eurypanopeus depressus",47.7430555555556,112,75.1780821917808
"319",3,3,"w","Eurypanopeus depressus",21.7013888888889,64,122.810810810811
"320",3,3,"s","Callinectes sapidus",4.34027777777778,64,44.4137931034483
"321",3,3,"u","Callinectes sapidus",39.0625,112,75.1780821917808
"322",3,3,"u","Ctenogobius boleosoma",13.0208333333333,112,75.1780821917808
"323",3,3,"s","Gobiosoma bosc/robustum",8.68055555555556,64,44.4137931034483
"324",3,3,"u","Gobiosoma bosc/robustum",39.0625,112,75.1780821917808
"325",3,3,"w","Gobiosoma bosc/robustum",4.34027777777778,64,122.810810810811
"326",3,3,"s","Gobiesox strumosus",65.1041666666667,64,44.4137931034483
"327",3,3,"u","Gobiesox strumosus",21.7013888888889,112,75.1780821917808
"328",3,3,"u","Myrophis punctatus",4.34027777777778,112,75.1780821917808
"329",3,3,"u","Hypsoblennius ionthas",4.34027777777778,112,75.1780821917808
"330",3,3,"s","Nemertea",4.34027777777778,64,44.4137931034483
"331",3,3,"s","Alitta succinea",60.7638888888889,64,44.4137931034483
"332",3,3,"u","Alitta succinea",52.0833333333333,112,75.1780821917808
"333",3,3,"w","Alitta succinea",30.3819444444444,64,122.810810810811
"334",3,3,"s","Palaemonetes ",47.7430555555556,64,44.4137931034483
"335",3,3,"u","Palaemonetes ",520.833333333333,112,75.1780821917808
"336",3,3,"w","Palaemonetes ",78.125,64,122.810810810811
"337",3,3,"u","Alpheidae",4.34027777777778,112,75.1780821917808
"338",3,3,"u","Penaeus aztecus",4.34027777777778,112,75.1780821917808
"339",3,3,"s","Crepidula atrasolea",8.68055555555556,64,44.4137931034483
"340",3,4,"f","Gammaridae",5889.75694444444,208,130.742857142857
"341",3,4,"s","Gammaridae",1744.79166666667,32,44.4137931034483
"342",3,4,"w","Gammaridae",733.506944444444,160,122.810810810811
"343",3,4,"f","Lysianassidae",902.777777777778,208,130.742857142857
"344",3,4,"f","Corophiidae",347.222222222222,208,130.742857142857
"345",3,4,"s","Corophiidae",750.868055555556,32,44.4137931034483
"346",3,4,"w","Corophiidae",286.458333333333,160,122.810810810811
"347",3,4,"f","Eurypanopeus depressus",230.034722222222,208,130.742857142857
"348",3,4,"s","Eurypanopeus depressus",47.7430555555556,32,44.4137931034483
"349",3,4,"w","Eurypanopeus depressus",21.7013888888889,160,122.810810810811
"350",3,4,"f","Callinectes sapidus",30.3819444444444,208,130.742857142857
"351",3,4,"s","Callinectes sapidus",4.34027777777778,32,44.4137931034483
"352",3,4,"f","Ctenogobius boleosoma",4.34027777777778,208,130.742857142857
"353",3,4,"f","Gobiosoma bosc/robustum",26.0416666666667,208,130.742857142857
"354",3,4,"s","Gobiosoma bosc/robustum",13.0208333333333,32,44.4137931034483
"355",3,4,"w","Gobiosoma bosc/robustum",4.34027777777778,160,122.810810810811
"356",3,4,"s","Gobiesox strumosus",47.7430555555556,32,44.4137931034483
"357",3,4,"f","Hypsoblennius hentz",4.34027777777778,208,130.742857142857
"358",3,4,"s","Isopoda Anthuridae",8.68055555555556,32,44.4137931034483
"359",3,4,"w","Isopoda Anthuridae",30.3819444444444,160,122.810810810811
"360",3,4,"s","Nemertea",17.3611111111111,32,44.4137931034483
"361",3,4,"w","Probopyrus pandalicola",4.34027777777778,160,122.810810810811
"362",3,4,"f","Alitta succinea",52.0833333333333,208,130.742857142857
"363",3,4,"s","Alitta succinea",47.7430555555556,32,44.4137931034483
"364",3,4,"w","Alitta succinea",30.3819444444444,160,122.810810810811
"365",3,4,"f","Palaemonetes ",108.506944444444,208,130.742857142857
"366",3,4,"s","Palaemonetes ",91.1458333333333,32,44.4137931034483
"367",3,4,"w","Palaemonetes ",104.166666666667,160,122.810810810811
"368",3,4,"f","Penaeus setiferus",17.3611111111111,208,130.742857142857
"369",3,5,"f","Gammaridae",282.118055555556,64,130.742857142857
"370",3,5,"u","Gammaridae",1024.30555555556,0,75.1780821917808
"371",3,5,"w","Gammaridae",737.847222222222,32,122.810810810811
"372",3,5,"f","Lysianassidae",8.68055555555556,64,130.742857142857
"373",3,5,"f","Corophiidae",160.590277777778,64,130.742857142857
"374",3,5,"u","Corophiidae",26.0416666666667,0,75.1780821917808
"375",3,5,"w","Corophiidae",82.4652777777778,32,122.810810810811
"376",3,5,"f","Eurypanopeus depressus",455.729166666667,64,130.742857142857
"377",3,5,"u","Eurypanopeus depressus",69.4444444444444,0,75.1780821917808
"378",3,5,"w","Eurypanopeus depressus",21.7013888888889,32,122.810810810811
"379",3,5,"f","Callinectes sapidus",73.7847222222222,64,130.742857142857
"380",3,5,"u","Callinectes sapidus",65.1041666666667,0,75.1780821917808
"381",3,5,"u","Opsanus beta",8.68055555555556,0,75.1780821917808
"382",3,5,"f","Ctenogobius boleosoma",13.0208333333333,64,130.742857142857
"383",3,5,"u","Ctenogobius boleosoma",17.3611111111111,0,75.1780821917808
"384",3,5,"f","Gobiosoma bosc/robustum",34.7222222222222,64,130.742857142857
"385",3,5,"u","Gobiosoma bosc/robustum",17.3611111111111,0,75.1780821917808
"386",3,5,"w","Gobiosoma bosc/robustum",4.34027777777778,32,122.810810810811
"387",3,5,"u","Gobiesox strumosus",30.3819444444444,0,75.1780821917808
"388",3,5,"f","Hypsoblennius ionthas",4.34027777777778,64,130.742857142857
"389",3,5,"u","Hypsoblennius ionthas",4.34027777777778,0,75.1780821917808
"390",3,5,"f","Alitta succinea",78.125,64,130.742857142857
"391",3,5,"u","Alitta succinea",47.7430555555556,0,75.1780821917808
"392",3,5,"w","Alitta succinea",17.3611111111111,32,122.810810810811
"393",3,5,"f","Palaemonetes ",56.4236111111111,64,130.742857142857
"394",3,5,"u","Palaemonetes ",603.298611111111,0,75.1780821917808
"395",3,5,"w","Palaemonetes ",47.7430555555556,32,122.810810810811
"396",3,5,"f","Penaeus setiferus",65.1041666666667,64,130.742857142857
"397",3,6,"f","Gammaridae",338.541666666667,144,130.742857142857
"398",3,6,"s","Gammaridae",772.569444444444,0,44.4137931034483
"399",3,6,"u","Gammaridae",429.6875,144,75.1780821917808
"400",3,6,"w","Gammaridae",807.291666666667,144,122.810810810811
"401",3,6,"f","Lysianassidae",4.34027777777778,144,130.742857142857
