"","Site","Sample","TaxaID","season","Abundance","Biomass","Abundance.m2","Biomass.m2","scientific","common"
"38",2,1,"shmp-7","f",1,0.0680000000000001,4.34027777777778,0.295138888888889,"Penaeus setiferus","White shrimp"
"39",2,2,"amp-1","f",50,0.133656,217.013888888889,0.580104166666666,"Gammaridae","Gammarid amphipod"
"40",2,2,"amp-1","s",193,0.184,837.673611111111,0.798611111111112,"Gammaridae","Gammarid amphipod"
"41",2,2,"amp-11","f",1,0.0798559999999999,4.34027777777778,0.346597222222222,"Lysianassidae","Lysianassid amphipods"
"42",2,2,"amp-4","f",14,0.09086,60.7638888888889,0.394357638888889,"Corophiidae","Corophid amphipod"
"43",2,2,"amp-4","s",110,0.0849,477.430555555556,0.368489583333333,"Corophiidae","Corophid amphipod"
"44",2,2,"amp-7","s",1,0.0726,4.34027777777778,0.315104166666667,"Ampelisca abdita","Gammarid tube-building amphipod"
"45",2,2,"crb-1","f",43,5.6071,186.631944444444,24.3363715277778,"Eurypanopeus depressus","Flat back mud crab"
"46",2,2,"crb-1","s",7,0.8896,30.3819444444444,3.86111111111111,"Eurypanopeus depressus","Flat back mud crab"
"47",2,2,"crb-6","f",8,0.2351,34.7222222222222,1.02039930555556,"Callinectes sapidus","Blue crab"
"48",2,2,"crb-6","s",7,0.5571,30.3819444444444,2.41796875,"Callinectes sapidus","Blue crab"
"49",2,2,"fsh-2","f",21,0.4192,91.1458333333333,1.81944444444444,"Gobiosoma bosc/robustum","Naked and Code Goby"
"50",2,2,"fsh-2","s",8,1.3873,34.7222222222222,6.02126736111111,"Gobiosoma bosc/robustum","Naked and Code Goby"
"51",2,2,"fsh-3","s",2,0.1013,8.68055555555556,0.439670138888888,"Gobiesox strumosus","Skillet fish"
"52",2,2,"fsh-4","s",2,0.3982,8.68055555555556,1.72829861111111,"Myrophis punctatus","Speckled worm eel"
"53",2,2,"iso-1","s",3,0.0653999999999999,13.0208333333333,0.283854166666666,"Isopoda Idoteidae","Idoteid isopod"
"54",2,2,"iso-4","f",3,0.003456,13.0208333333333,0.015,"Isopoda Anthuridae","Anthurid isopod"
"55",2,2,"iso-8","f",1,0.0703559999999998,4.34027777777778,0.305364583333333,"Isopoda Ancinidae","Ancinid isopod"
"56",2,2,"par-2","s",1,0.0805,4.34027777777778,0.349392361111111,"Loxothylacus panopaei","Mud crab parasitic barnacle"
"57",2,2,"poly-1","f",14,0.0848,60.7638888888889,0.368055555555556,"Alitta succinea","Clam worm"
"58",2,2,"poly-1","s",18,0.0920000000000001,78.125,0.399305555555556,"Alitta succinea","Clam worm"
"59",2,2,"shmp-1","f",22,0.3347,95.4861111111111,1.45269097222222,"Palaemonetes ","Grass shrimp"
"60",2,2,"shmp-1","s",30,1.2227,130.208333333333,5.30685763888889,"Palaemonetes ","Grass shrimp"
"61",2,2,"shmp-7","f",1,0.0701000000000001,4.34027777777778,0.304253472222222,"Penaeus setiferus","White shrimp"
"62",2,3,"amp-1","f",25,0.11344,108.506944444444,0.49236111111111,"Gammaridae","Gammarid amphipod"
"63",2,3,"amp-1","u",45,0.00636000000000012,195.3125,0.0276041666666672,"Gammaridae","Gammarid amphipod"
"64",2,3,"amp-1","w",77,0.0376640000000002,334.201388888889,0.163472222222223,"Gammaridae","Gammarid amphipod"
"65",2,3,"amp-11","f",5,0.00281999999999993,21.7013888888889,0.012239583333333,"Lysianassidae","Lysianassid amphipods"
"66",2,3,"amp-4","f",53,0.13256,230.034722222222,0.575347222222223,"Corophiidae","Corophid amphipod"
"67",2,3,"amp-4","u",99,0.00452,429.6875,0.0196180555555556,"Corophiidae","Corophid amphipod"
"68",2,3,"amp-4","w",30,0.00433200000000012,130.208333333333,0.0188020833333339,"Corophiidae","Corophid amphipod"
"69",2,3,"crb-1","f",34,1.6654,147.569444444444,7.22829861111111,"Eurypanopeus depressus","Flat back mud crab"
"70",2,3,"crb-1","u",12,0.265,52.0833333333333,1.15017361111111,"Eurypanopeus depressus","Flat back mud crab"
"71",2,3,"crb-1","w",2,0.0171000000000001,8.68055555555556,0.0742187500000005,"Eurypanopeus depressus","Flat back mud crab"
"72",2,3,"crb-6","f",11,8.5591,47.7430555555556,37.1488715277778,"Callinectes sapidus","Blue crab"
"73",2,3,"crb-6","u",24,22.087,104.166666666667,95.8637152777778,"Callinectes sapidus","Blue crab"
"74",2,3,"crb-6","w",1,0.1788,4.34027777777778,0.776041666666668,"Callinectes sapidus","Blue crab"
"75",2,3,"fsh-2","f",20,0.5475,86.8055555555556,2.37630208333333,"Gobiosoma bosc/robustum","Naked and Code Goby"
"76",2,3,"fsh-2","u",28,3.378,121.527777777778,14.6614583333333,"Gobiosoma bosc/robustum","Naked and Code Goby"
"77",2,3,"fsh-2","w",3,0.0938000000000003,13.0208333333333,0.407118055555557,"Gobiosoma bosc/robustum","Naked and Code Goby"
"78",2,3,"fsh-3","u",2,0.21,8.68055555555556,0.911458333333333,"Gobiesox strumosus","Skillet fish"
"79",2,3,"iso-4","w",1,0.001476,4.34027777777778,0.00640625,"Isopoda Anthuridae","Anthurid isopod"
"80",2,3,"iso-8","u",1,0.00116,4.34027777777778,0.00503472222222222,"Isopoda Ancinidae","Ancinid isopod"
"81",2,3,"iso-8","w",3,0.000775999999999968,13.0208333333333,0.00336805555555542,"Isopoda Ancinidae","Ancinid isopod"
"82",2,3,"par-3","w",1,0.00130000000000008,4.34027777777778,0.00564236111111145,"Probopyrus pandalicola","Bopyrid isopods"
"83",2,3,"poly-1","f",22,0.0991,95.4861111111111,0.430121527777778,"Alitta succinea","Clam worm"
"84",2,3,"poly-1","u",5,0.00499999999999989,21.7013888888889,0.0217013888888884,"Alitta succinea","Clam worm"
"85",2,3,"poly-1","w",24,0.0253000000000001,104.166666666667,0.109809027777778,"Alitta succinea","Clam worm"
"86",2,3,"shmp-1","f",32,0.5455,138.888888888889,2.36762152777778,"Palaemonetes ","Grass shrimp"
"87",2,3,"shmp-1","u",71,1.049,308.159722222222,4.55295138888889,"Palaemonetes ","Grass shrimp"
"88",2,3,"shmp-1","w",100,3.1502,434.027777777778,13.6727430555556,"Palaemonetes ","Grass shrimp"
"89",2,4,"amp-1","f",66,0.151016,286.458333333333,0.655451388888888,"Gammaridae","Gammarid amphipod"
"90",2,4,"amp-1","s",137,0.00758823529411762,594.618055555556,0.0329350490196077,"Gammaridae","Gammarid amphipod"
"91",2,4,"amp-1","u",263,0.00939999999999996,1141.49305555556,0.0407986111111109,"Gammaridae","Gammarid amphipod"
"92",2,4,"amp-1","w",49,0.0160500000000002,212.673611111111,0.0696614583333341,"Gammaridae","Gammarid amphipod"
"93",2,4,"amp-4","f",13,0.09448,56.4236111111111,0.410069444444444,"Corophiidae","Corophid amphipod"
"94",2,4,"amp-4","s",5,0.00167647058823528,21.7013888888889,0.00727634803921565,"Corophiidae","Corophid amphipod"
"95",2,4,"amp-4","u",22,0.0145000000000003,95.4861111111111,0.0629340277777789,"Corophiidae","Corophid amphipod"
"96",2,4,"amp-4","w",16,0.00350000000000001,69.4444444444444,0.0151909722222223,"Corophiidae","Corophid amphipod"
"97",2,4,"amp-7","s",1,0.00122549019607843,4.34027777777778,0.00531896786492373,"Ampelisca abdita","Gammarid tube-building amphipod"
"98",2,4,"biv-2","f",2,0.0866,8.68055555555556,0.375868055555556,"Mulinia lateralis","Dwarf surf clam"
"99",2,4,"biv-2","u",1,0.0230000000000001,4.34027777777778,0.0998263888888895,"Mulinia lateralis","Dwarf surf clam"
"100",2,4,"bug-2","u",3,0.001,13.0208333333333,0.00434027777777778,"Diptera Chironomidae","Midge larvae"
"101",2,4,"crb-1","f",73,1.4638,316.840277777778,6.35329861111111,"Eurypanopeus depressus","Flat back mud crab"
"102",2,4,"crb-1","s",7,0.433,30.3819444444444,1.87934027777778,"Eurypanopeus depressus","Flat back mud crab"
"103",2,4,"crb-1","u",7,2.891,30.3819444444444,12.5477430555556,"Eurypanopeus depressus","Flat back mud crab"
"104",2,4,"crb-1","w",5,0.2379,21.7013888888889,1.03255208333333,"Eurypanopeus depressus","Flat back mud crab"
"105",2,4,"crb-6","f",8,0.9405,34.7222222222222,4.08203125,"Callinectes sapidus","Blue crab"
"106",2,4,"crb-6","s",5,4.7548,21.7013888888889,20.6371527777778,"Callinectes sapidus","Blue crab"
"107",2,4,"crb-6","u",18,1.252,78.125,5.43402777777778,"Callinectes sapidus","Blue crab"
"108",2,4,"crb-6","w",2,0.0880000000000001,8.68055555555556,0.381944444444445,"Callinectes sapidus","Blue crab"
"109",2,4,"fsh-19","w",1,0.805874545454546,4.34027777777778,3.49771938131313,"Fundulus grandis","Gulf killifish"
"110",2,4,"fsh-2","f",21,0.5014,91.1458333333333,2.17621527777778,"Gobiosoma bosc/robustum","Naked and Code Goby"
"111",2,4,"fsh-2","s",8,1.1087,34.7222222222222,4.81206597222222,"Gobiosoma bosc/robustum","Naked and Code Goby"
"112",2,4,"fsh-2","u",23,0.845,99.8263888888889,3.66753472222222,"Gobiosoma bosc/robustum","Naked and Code Goby"
"113",2,4,"fsh-2","w",8,0.1723,34.7222222222222,0.747829861111113,"Gobiosoma bosc/robustum","Naked and Code Goby"
"114",2,4,"fsh-3","u",1,0.134,4.34027777777778,0.581597222222224,"Gobiesox strumosus","Skillet fish"
"115",2,4,"fsh-3","w",2,0.5272,8.68055555555556,2.28819444444445,"Gobiesox strumosus","Skillet fish"
"116",2,4,"fsh-6","u",1,0.273,4.34027777777778,1.18489583333333,"Hypsoblennius hentz","Feather blenny"
"117",2,4,"fsh-7","u",3,0.994,13.0208333333333,4.31423611111111,"Hypsoblennius ionthas","Freckled blenny"
"118",2,4,"gast-1","s",1,0.001,4.34027777777778,0.00434027777777778,"Vitta usnea","Olive nerite"
"119",2,4,"iso-4","s",1,0.00122549019607843,4.34027777777778,0.00531896786492373,"Isopoda Anthuridae","Anthurid isopod"
"120",2,4,"poly-1","f",12,0.0926,52.0833333333333,0.401909722222222,"Alitta succinea","Clam worm"
"121",2,4,"poly-1","s",1,0.00100000000000011,4.34027777777778,0.00434027777777826,"Alitta succinea","Clam worm"
"122",2,4,"poly-1","u",4,0.00099999999999989,17.3611111111111,0.0043402777777773,"Alitta succinea","Clam worm"
"123",2,4,"poly-1","w",21,0.0259,91.1458333333333,0.112413194444445,"Alitta succinea","Clam worm"
"124",2,4,"shmp-1","f",27,0.4712,117.1875,2.04513888888889,"Palaemonetes ","Grass shrimp"
"125",2,4,"shmp-1","s",7,0.3691,30.3819444444444,1.60199652777778,"Palaemonetes ","Grass shrimp"
"126",2,4,"shmp-1","u",78,0.912,338.541666666667,3.95833333333333,"Palaemonetes ","Grass shrimp"
"127",2,4,"shmp-1","w",162,6.8305,703.125,29.6462673611111,"Palaemonetes ","Grass shrimp"
"128",2,4,"shmp-7","f",1,0.073,4.34027777777778,0.316840277777778,"Penaeus setiferus","White shrimp"
"129",2,5,"amp-1","f",25,0.125709803921569,108.506944444444,0.545615468409586,"Gammaridae","Gammarid amphipod"
"130",2,5,"amp-1","s",39,0.126596,169.270833333333,0.549461805555555,"Gammaridae","Gammarid amphipod"
"131",2,5,"amp-1","u",138,0.00460000000000014,598.958333333333,0.0199652777777784,"Gammaridae","Gammarid amphipod"
"132",2,5,"amp-1","w",70,0.017414,303.819444444444,0.075581597222222,"Gammaridae","Gammarid amphipod"
"133",2,5,"amp-11","f",2,0.095643137254902,8.68055555555556,0.415117783224401,"Lysianassidae","Lysianassid amphipods"
"134",2,5,"amp-4","f",25,0.133009803921569,108.506944444444,0.577299496187364,"Corophiidae","Corophid amphipod"
"135",2,5,"amp-4","s",8,0.087278,34.7222222222222,0.378810763888889,"Corophiidae","Corophid amphipod"
"136",2,5,"amp-4","u",22,0.00220000000000005,95.4861111111111,0.00954861111111131,"Corophiidae","Corophid amphipod"
"137",2,5,"amp-4","w",14,0.00170999999999994,60.7638888888889,0.00742187499999976,"Corophiidae","Corophid amphipod"
"138",2,5,"amp-7","s",1,0.078354,4.34027777777778,0.340078125,"Ampelisca abdita","Gammarid tube-building amphipod"
"139",2,5,"bug-2","s",1,0.0676999999999999,4.34027777777778,0.293836805555555,"Diptera Chironomidae","Midge larvae"
"140",2,5,"crb-1","f",45,1.329,195.3125,5.76822916666667,"Eurypanopeus depressus","Flat back mud crab"
"141",2,5,"crb-1","s",10,2.2608,43.4027777777778,9.8125,"Eurypanopeus depressus","Flat back mud crab"
"142",2,5,"crb-1","u",8,0.322,34.7222222222222,1.39756944444444,"Eurypanopeus depressus","Flat back mud crab"
"143",2,5,"crb-1","w",20,1.0041,86.8055555555556,4.35807291666667,"Eurypanopeus depressus","Flat back mud crab"
"144",2,5,"crb-6","f",5,0.1843,21.7013888888889,0.799913194444445,"Callinectes sapidus","Blue crab"
"145",2,5,"crb-6","s",3,0.2211,13.0208333333333,0.959635416666666,"Callinectes sapidus","Blue crab"
"146",2,5,"crb-6","u",32,3.644,138.888888888889,15.8159722222222,"Callinectes sapidus","Blue crab"
"147",2,5,"crb-6","w",1,0.048,4.34027777777778,0.208333333333334,"Callinectes sapidus","Blue crab"
"148",2,5,"fsh-2","f",23,0.5924,99.8263888888889,2.57118055555556,"Gobiosoma bosc/robustum","Naked and Code Goby"
"149",2,5,"fsh-2","s",15,2.0105,65.1041666666667,8.72612847222222,"Gobiosoma bosc/robustum","Naked and Code Goby"
"150",2,5,"fsh-2","u",25,2.489,108.506944444444,10.8029513888889,"Gobiosoma bosc/robustum","Naked and Code Goby"
"151",2,5,"fsh-2","w",6,0.1862,26.0416666666667,0.808159722222222,"Gobiosoma bosc/robustum","Naked and Code Goby"
"152",2,5,"fsh-3","s",3,0.0748,13.0208333333333,0.324652777777778,"Gobiesox strumosus","Skillet fish"
"153",2,5,"fsh-3","u",3,0.274,13.0208333333333,1.18923611111111,"Gobiesox strumosus","Skillet fish"
"154",2,5,"fsh-7","f",1,1.1638,4.34027777777778,5.05121527777778,"Hypsoblennius ionthas","Freckled blenny"
"155",2,5,"fsh-7","u",2,0.814,8.68055555555556,3.53298611111111,"Hypsoblennius ionthas","Freckled blenny"
"156",2,5,"iso-1","f",1,0.0914215686274509,4.34027777777778,0.396795002723311,"Isopoda Idoteidae","Idoteid isopod"
"157",2,5,"iso-1","s",1,0.066654,4.34027777777778,0.289296875,"Isopoda Idoteidae","Idoteid isopod"
"158",2,5,"iso-1","u",1,0.00112,4.34027777777778,0.00486111111111113,"Isopoda Idoteidae","Idoteid isopod"
"159",2,5,"nem-1","w",2,0.00159999999999982,8.68055555555556,0.00694444444444368,"Nemertea","Ribbon worm"
"160",2,5,"par-3","w",1,0.000899999999999901,4.34027777777778,0.00390624999999957,"Probopyrus pandalicola","Bopyrid isopods"
"161",2,5,"poly-1","f",9,0.1684,39.0625,0.730902777777778,"Alitta succinea","Clam worm"
"162",2,5,"poly-1","s",14,0.0777999999999999,60.7638888888889,0.337673611111111,"Alitta succinea","Clam worm"
"163",2,5,"poly-1","u",8,0.00100000000000011,34.7222222222222,0.00434027777777826,"Alitta succinea","Clam worm"
"164",2,5,"poly-1","w",12,0.0174999999999998,52.0833333333333,0.0759548611111105,"Alitta succinea","Clam worm"
"165",2,5,"shmp-1","f",16,0.3208,69.4444444444444,1.39236111111111,"Palaemonetes ","Grass shrimp"
"166",2,5,"shmp-1","s",5,0.2716,21.7013888888889,1.17881944444444,"Palaemonetes ","Grass shrimp"
"167",2,5,"shmp-1","u",67,0.846,290.798611111111,3.671875,"Palaemonetes ","Grass shrimp"
"168",2,5,"shmp-1","w",11,0.41,47.7430555555556,1.77951388888889,"Palaemonetes ","Grass shrimp"
"169",2,5,"shmp-2","f",2,0.4883,8.68055555555556,2.11935763888889,"Alpheidae","Snapping shrimp"
"170",2,5,"shmp-2","w",1,0.0514000000000001,4.34027777777778,0.223090277777778,"Alpheidae","Snapping shrimp"
"171",2,5,"shmp-6","u",2,0.001,8.68055555555556,0.00434027777777778,"Penaeus aztecus","Brown shrimp"
"172",2,5,"shmp-7","f",3,0.0826,13.0208333333333,0.358506944444444,"Penaeus setiferus","White shrimp"
"173",2,6,"amp-1","f",696,0.0672800000000001,3020.83333333333,0.292013888888889,"Gammaridae","Gammarid amphipod"
"174",2,6,"amp-1","s",43,0.162444,186.631944444444,0.705052083333334,"Gammaridae","Gammarid amphipod"
"175",2,6,"amp-1","u",122,0.00436000000000002,529.513888888889,0.0189236111111112,"Gammaridae","Gammarid amphipod"
"176",2,6,"amp-1","w",126,0.020696,546.875,0.0898263888888891,"Gammaridae","Gammarid amphipod"
"177",2,6,"amp-11","f",12,0.00234599999999998,52.0833333333333,0.0101822916666666,"Lysianassidae","Lysianassid amphipods"
"178",2,6,"amp-4","f",820,0.0327899999999999,3559.02777777778,0.142317708333333,"Corophiidae","Corophid amphipod"
"179",2,6,"amp-4","s",11,0.0931480000000002,47.7430555555556,0.404288194444445,"Corophiidae","Corophid amphipod"
"180",2,6,"amp-4","u",29,0.00244000000000005,125.868055555556,0.010590277777778,"Corophiidae","Corophid amphipod"
"181",2,6,"amp-4","w",50,0.0055400000000001,217.013888888889,0.0240451388888893,"Corophiidae","Corophid amphipod"
"182",2,6,"amp-7","s",1,0.083906,4.34027777777778,0.364175347222222,"Ampelisca abdita","Gammarid tube-building amphipod"
"183",2,6,"biv-2","f",1,0.0789999999999997,4.34027777777778,0.342881944444443,"Mulinia lateralis","Dwarf surf clam"
"184",2,6,"bug-2","s",4,0.0684,17.3611111111111,0.296875,"Diptera Chironomidae","Midge larvae"
"185",2,6,"crb-1","f",37,0.9009,160.590277777778,3.91015625,"Eurypanopeus depressus","Flat back mud crab"
"186",2,6,"crb-1","s",21,2.5518,91.1458333333333,11.0755208333333,"Eurypanopeus depressus","Flat back mud crab"
"187",2,6,"crb-1","u",9,0.418,39.0625,1.81423611111111,"Eurypanopeus depressus","Flat back mud crab"
"188",2,6,"crb-1","w",13,0.5475,56.4236111111111,2.37630208333333,"Eurypanopeus depressus","Flat back mud crab"
"189",2,6,"crb-6","f",10,98.9443,43.4027777777778,429.445746527778,"Callinectes sapidus","Blue crab"
"190",2,6,"crb-6","s",5,7.1148,21.7013888888889,30.8802083333333,"Callinectes sapidus","Blue crab"
"191",2,6,"crb-6","u",14,2.5,60.7638888888889,10.8506944444444,"Callinectes sapidus","Blue crab"
"192",2,6,"fsh-2","f",13,0.3437,56.4236111111111,1.49175347222222,"Gobiosoma bosc/robustum","Naked and Code Goby"
"193",2,6,"fsh-2","s",14,2.8574,60.7638888888889,12.4019097222222,"Gobiosoma bosc/robustum","Naked and Code Goby"
"194",2,6,"fsh-2","u",45,3.586,195.3125,15.5642361111111,"Gobiosoma bosc/robustum","Naked and Code Goby"
"195",2,6,"fsh-2","w",5,0.0913999999999997,21.7013888888889,0.396701388888888,"Gobiosoma bosc/robustum","Naked and Code Goby"
"196",2,6,"fsh-3","s",3,0.0831,13.0208333333333,0.360677083333333,"Gobiesox strumosus","Skillet fish"
"197",2,6,"fsh-3","u",2,0.159,8.68055555555556,0.690104166666666,"Gobiesox strumosus","Skillet fish"
"198",2,6,"fsh-7","u",1,0.166,4.34027777777778,0.720486111111111,"Hypsoblennius ionthas","Freckled blenny"
"199",2,6,"gast-1","f",1,0.0789,4.34027777777778,0.342447916666667,"Vitta usnea","Olive nerite"
"200",2,6,"iso-4","s",3,0.063518,13.0208333333333,0.275685763888889,"Isopoda Anthuridae","Anthurid isopod"
"201",2,6,"nem-1","s",1,0.0729000000000002,4.34027777777778,0.316406250000001,"Nemertea","Ribbon worm"
"202",2,6,"par-2","s",1,0.0711999999999999,4.34027777777778,0.309027777777777,"Loxothylacus panopaei","Mud crab parasitic barnacle"
"203",2,6,"poly-1","f",8,0.0792000000000002,34.7222222222222,0.343750000000001,"Alitta succinea","Clam worm"
"204",2,6,"poly-1","s",24,0.1,104.166666666667,0.434027777777778,"Alitta succinea","Clam worm"
"205",2,6,"poly-1","u",3,0.00999999999999979,13.0208333333333,0.0434027777777769,"Alitta succinea","Clam worm"
"206",2,6,"poly-1","w",19,0.0309999999999999,82.4652777777778,0.134548611111111,"Alitta succinea","Clam worm"
"207",2,6,"shmp-1","f",40,0.8836,173.611111111111,3.83506944444444,"Palaemonetes ","Grass shrimp"
"208",2,6,"shmp-1","s",8,0.3289,34.7222222222222,1.42751736111111,"Palaemonetes ","Grass shrimp"
"209",2,6,"shmp-1","u",65,0.974,282.118055555556,4.22743055555555,"Palaemonetes ","Grass shrimp"
"210",2,6,"shmp-1","w",6,0.1495,26.0416666666667,0.648871527777778,"Palaemonetes ","Grass shrimp"
"211",2,6,"shmp-7","f",4,0.0759000000000003,17.3611111111111,0.329427083333335,"Penaeus setiferus","White shrimp"
"212",2,7,"amp-1","s",125,0.2322,542.534722222222,1.0078125,"Gammaridae","Gammarid amphipod"
"213",2,7,"amp-1","u",61,0.00899999999999975,264.756944444444,0.0390624999999989,"Gammaridae","Gammarid amphipod"
"214",2,7,"amp-1","w",44,0.00900399999999983,190.972222222222,0.0390798611111104,"Gammaridae","Gammarid amphipod"
"215",2,7,"amp-4","s",12,0.0730999999999999,52.0833333333333,0.317274305555555,"Corophiidae","Corophid amphipod"
"216",2,7,"amp-4","u",19,0.00205882352941173,82.4652777777778,0.00893586601307173,"Corophiidae","Corophid amphipod"
"217",2,7,"amp-4","w",24,0.00281600000000007,104.166666666667,0.0122222222222225,"Corophiidae","Corophid amphipod"
"218",2,7,"amp-7","s",1,0.0695999999999999,4.34027777777778,0.302083333333333,"Ampelisca abdita","Gammarid tube-building amphipod"
"219",2,7,"bug-2","u",1,0.001,4.34027777777778,0.00434027777777778,"Diptera Chironomidae","Midge larvae"
"220",2,7,"crb-1","s",8,1.1293,34.7222222222222,4.90147569444444,"Eurypanopeus depressus","Flat back mud crab"
"221",2,7,"crb-1","u",10,0.415,43.4027777777778,1.80121527777778,"Eurypanopeus depressus","Flat back mud crab"
"222",2,7,"crb-1","w",7,0.6311,30.3819444444444,2.73914930555555,"Eurypanopeus depressus","Flat back mud crab"
"223",2,7,"crb-6","u",12,5.39,52.0833333333333,23.3940972222222,"Callinectes sapidus","Blue crab"
"224",2,7,"crb-6","w",2,0.0385,8.68055555555556,0.167100694444444,"Callinectes sapidus","Blue crab"
"225",2,7,"fsh-2","s",13,3.1943,56.4236111111111,13.8641493055556,"Gobiosoma bosc/robustum","Naked and Code Goby"
"226",2,7,"fsh-2","u",9,0.44,39.0625,1.90972222222222,"Gobiosoma bosc/robustum","Naked and Code Goby"
"227",2,7,"fsh-2","w",8,0.1795,34.7222222222222,0.779079861111111,"Gobiosoma bosc/robustum","Naked and Code Goby"
"228",2,7,"fsh-3","s",1,0.0874000000000001,4.34027777777778,0.379340277777778,"Gobiesox strumosus","Skillet fish"
"229",2,7,"fsh-3","u",3,0.399,13.0208333333333,1.73177083333333,"Gobiesox strumosus","Skillet fish"
"230",2,7,"fsh-4","w",1,0.0882999999999998,4.34027777777778,0.383246527777777,"Myrophis punctatus","Speckled worm eel"
"231",2,7,"iso-4","s",2,0.0695000000000001,8.68055555555556,0.301649305555556,"Isopoda Anthuridae","Anthurid isopod"
"232",2,7,"par-3","w",1,0.000399999999999956,4.34027777777778,0.00173611111111092,"Probopyrus pandalicola","Bopyrid isopods"
"233",2,7,"poly-1","s",4,0.0718999999999999,17.3611111111111,0.312065972222222,"Alitta succinea","Clam worm"
